1.6185;0;0;0;3;0;1;0;0
1.7461;0;0.12763;14.867;3;0;1;0;-1
1.7835;0;0.037778;14.303;3;0;1;0;-1
1.8207;0.56165;0.040836;10.155;3;0;1;0;-1
1.8467;1.1457;0.026035;8.6877;3;0;1;0;-1
1.8726;1.4101;0.025921;2.4239;3;0;1;0;-1
1.8986;1.6353;0.02599;0.96699;3;0;1;0;-1
1.9245;1.6983;0.025939;6.7822;3;0;1;0;-1
1.9505;1.7234;0.026053;14.952;3;0;1;0;-1
1.9765;1.9001;0.025977;20.317;3;0;1;0;-1
2.0079;2.2885;0.027616;22.751;3;0;1;0;-1
2.0386;2.8496;0.034384;34.353;3;0;1;0;-1
2.0685;3.6319;0.026223;42.648;3;0;1;0;-1
2.1884;4.5327;0.11958;34.153;3;0;1;0;-1
2.2276;9.6325;0.042913;31.918;3;0;1;0;-1
2.2499;11.098;0.02227;40.626;3;0;1;0;-1
2.3705;11.809;0.11695;33.845;3;0;1;0;-1
2.4034;16.56;0.0369;38.822;3;0;1;0;-1
2.434;17.809;0.027293;33.609;3;0;1;0;-1
2.4614;18.869;0.030703;26.194;3;0;1;0;-1
2.4914;19.901;0.026149;29.794;3;0;1;0;-1
2.5546;20.586;0.066035;23.787;3;0;1;0;-1
2.5919;22.553;0.037886;29.851;3;0;1;0;-1
2.6176;23.454;0.024792;31.932;3;0;1;0;-1
2.7325;24.194;0.1163;19.233;3;0;1;0;-1
2.7747;27.908;0.039192;18.596;3;0;1;0;-1
2.8164;28.662;0.041477;16.663;3;0;1;0;-1
2.8484;29.433;0.035395;24.851;3;0;1;0;-1
2.8742;30.023;0.025901;29.109;3;0;1;0;-1
2.9002;30.667;0.025972;33.868;3;0;1;0;-1
2.9272;31.423;0.026237;22.99;3;0;1;0;-1
2.9524;32.311;0.025795;21.921;3;0;1;0;-1
2.9785;32.904;0.026248;32.076;3;0;1;0;-1
3.0042;33.48;0.025739;36.128;3;0;1;0;-1
3.0302;34.305;0.02596;32.915;3;0;1;0;-1
3.0562;35.243;0.026001;32.38;3;0;1;0;-1
3.0822;36.099;0.026025;30.419;3;0;1;0;-1
3.1215;36.942;0.039177;38.17;3;0;1;0;-1
3.1697;38.133;0.048283;30.711;3;0;1;0;-1
3.198;39.976;0.025002;25.633;3;0;1;0;-1
3.2563;40.744;0.058123;33.294;3;0;1;0;-1
3.294;42.234;0.040973;15.641;3;0;1;0;-1
3.32;43.598;0.025911;15.519;3;0;1;0;-1
3.3459;44.003;0.025984;21.279;3;0;1;0;-1
3.3717;44.407;0.025944;35.842;3;0;1;0;-1
3.3977;44.959;0.026002;28.996;3;0;1;0;-1
3.4236;45.891;0.025976;21.285;3;0;1;0;-1
3.4498;46.644;0.026222;23.961;3;0;1;0;-1
3.4755;47.202;0.025709;27.372;3;0;1;0;-1
3.5015;47.818;0.026015;34.295;3;0;1;0;-1
3.5275;48.53;0.026016;34.777;3;0;1;0;-1
3.5535;49.422;0.026038;22.682;3;0;1;0;-1
3.5777;50.328;0.020501;20.227;3;0;1;0;-1
3.6169;50.793;0.039245;47.068;3;0;1;0;-1
3.6544;51.587;0.0409;32.26;3;0;1;0;-1
3.6813;53.512;0.026191;25.908;3;0;1;0;-1
3.7062;54.357;0.025806;29.704;3;0;1;0;-1
3.7322;55.025;0.026021;42.497;3;0;1;0;-1
3.762;55.798;0.026104;32.252;3;0;1;0;-1
3.7982;56.907;0.036179;34.733;3;0;1;0;-1
3.8344;58.074;0.039725;35.112;3;0;1;0;-1
